         84298311 function calls (84271918 primitive calls) in 78.872 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1644(f_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1735(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1793(weibull_min_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1849(weibull_max_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1921(frechet_r_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:193(norm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2041(frechet_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2153(genlogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2204(genpareto_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2295(genexpon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2342(genextreme_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2522(gamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2659(erlang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2720(gengamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2787(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:283(alpha_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2840(gompertz_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2882(gumbel_r_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2935(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2994(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3037(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3090(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3141(hypsecant_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3181(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3226(invgamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:328(anglit_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3296(invgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3350(norminvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3422(invweibull_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3478(johnsonsb_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3525(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3572(laplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3615(levy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3664(levy_l_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:368(arcsine_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3712(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:40(ksone_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:412(FitDataError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4192(logistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4246(loggamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:425(FitSolverError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4296(loglaplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4354(lognorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4487(gilbrat_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4540(maxwell_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:457(beta_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4594(mielke_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4636(kappa4_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4892(kappa3_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4945(moyal_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5037(nakagami_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5082(ncx2_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5137(ncf_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5215(t_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5290(nct_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5384(pareto_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5453(lomax_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5507(pearson3_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5654(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5707(powerlognorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5749(powernorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5789(rdist_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5841(rayleigh_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5904(reciprocal_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5955(rice_gen)
        1    0.000    0.000    0.079    0.079 _continuous_distns.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6020(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6065(semicircular_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6102(skew_norm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6176(trapz_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:623(betaprime_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6234(triang_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6307(truncexpon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6368(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6442(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6492(FitUniformFixedScaleDataError)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6502(uniform_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6685(vonmises_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6738(wald_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6781(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6843(gennorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:689(bradford_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6911(halfgennorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6976(crystalball_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7131(argus_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7195(rv_histogram)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:744(burr_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:799(burr12_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:875(fisk_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:926(cauchy_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:97(kstwobign_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:977(chi_gen)
        1    0.000    0.000    0.000    0.000 _cubic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _cubic.py:161(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:353(Akima1DInterpolator)
        1    0.000    0.000    0.000    0.000 _cubic.py:454(CubicSpline)
        1    0.000    0.000    0.000    0.000 _cubic.py:75(CubicHermiteSpline)
        1    0.000    0.000    0.000    0.000 _datasource.py:144(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:169(__init__)
        1    0.000    0.000    0.000    0.000 _datasource.py:272(DataSource)
        1    0.000    0.000    0.002    0.002 _datasource.py:36(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:626(Repository)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _differentiable_functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:12(ScalarFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:196(VectorFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:457(LinearVectorFunction)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:506(IdentityVectorFunction)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1019(_FunctionWrapper)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:281(DifferentialEvolutionSolver)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:155(nbinom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:20(binom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:223(geom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:289(hypergeom_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:439(logser_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:492(poisson_gen)
        1    0.000    0.000    0.009    0.009 _discrete_distns.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:556(planck_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:627(boltzmann_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:690(randint_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:763(zipf_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:807(dlaplace_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:861(skellam_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:921(yulesimon_gen)
        1    0.000    0.000    0.000    0.000 _discrete_distns.py:95(bernoulli_gen)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1359(rv_continuous)
       98    0.002    0.000    0.064    0.001 _distn_infrastructure.py:1552(__init__)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2632(rv_discrete)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:274(<listcomp>)
       14    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2766(__new__)
       14    0.000    0.000    0.009    0.001 _distn_infrastructure.py:2777(__init__)
       14    0.000    0.000    0.005    0.000 _distn_infrastructure.py:2826(_construct_docstrings)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3416(rv_sample)
        2    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3517(get_distribution_names)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:354(<listcomp>)
      364    0.000    0.000    0.000    0.000 _distn_infrastructure.py:41(instancemethod)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:420(rv_frozen)
        1    0.000    0.000    0.037    0.037 _distn_infrastructure.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:582(rv_generic)
      112    0.000    0.000    0.006    0.000 _distn_infrastructure.py:587(__init__)
      112    0.001    0.000    0.021    0.000 _distn_infrastructure.py:622(_construct_argparser)
      112    0.001    0.000    0.043    0.000 _distn_infrastructure.py:702(_construct_doc)
      234    0.000    0.000    0.000    0.000 _distn_infrastructure.py:710(<genexpr>)
        1    0.000    0.000    0.000    0.000 _distr_params.py:3(<module>)
        2    0.000    0.000    0.003    0.002 _distributor_init.py:10(<module>)
       16    0.000    0.000    0.000    0.000 _dtype.py:36(_kind_name)
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:24(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:69(_from_ctypes_scalar)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:97(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:130(EnergyState)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:213(StrategyChain)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:22(VisitingDistribution)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:359(ObjectiveFunWrapper)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:377(LocalSearchWrapper)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _elements.py:26(<module>)
        1    0.000    0.000    0.000    0.000 _ellip_harm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _exceptions.py:101(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:120(TooHardError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:125(AxisError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:143(_ArrayMemoryError)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _exceptions.py:34(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:40(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:74(_UFuncCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:83(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:305(LazyOperatorNormInfo)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:11(__call__)
        1    0.000    0.000    0.000    0.000 _factories.py:17(_TzFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:23(_TzOffsetFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:24(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:50(_TzStrFactory)
        1    0.000    0.000    0.000    0.000 _factories.py:51(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:6(_TzSingleton)
        1    0.000    0.000    0.000    0.000 _factories.py:7(__init__)
        1    0.000    0.000    0.001    0.001 _fitpack_impl.py:22(<module>)
        1    0.000    0.000    0.000    0.000 _float_utils.py:27(<module>)
        1    0.000    0.000    0.000    0.000 _formlayout.py:103(ColorLayout)
        1    0.000    0.000    0.000    0.000 _formlayout.py:160(FontLayout)
        1    0.000    0.000    0.000    0.000 _formlayout.py:209(FormWidget)
        1    0.000    0.000    0.000    0.000 _formlayout.py:33(<module>)
        1    0.000    0.000    0.000    0.000 _formlayout.py:354(FormComboWidget)
        1    0.000    0.000    0.000    0.000 _formlayout.py:384(FormTabWidget)
        1    0.000    0.000    0.000    0.000 _formlayout.py:413(FormDialog)
        1    0.000    0.000    0.000    0.000 _formlayout.py:56(ColorButton)
        1    0.000    0.000    0.000    0.000 _fortran.py:15(FortranFile)
        1    0.000    0.000    0.000    0.000 _fortran.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:170(Token)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:183(Tokenizer)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:224(FortranFormatParser)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:29(BadFortranFormat)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:37(IntFormat)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _fortran_format_parser.py:97(ExpFormat)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _get_readers.py:198(get_parser_for)
        1    0.000    0.000    0.000    0.000 _get_readers.py:21(<module>)
        1    0.000    0.000    0.000    0.000 _get_readers.py:34(get_reader_for)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:32(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:46(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _globals.py:59(_NoValueType)
        1    0.000    0.000    0.000    0.000 _globals.py:67(__new__)
        9    0.000    0.000    0.000    0.000 _globals.py:77(__repr__)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:104(FullHessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:112(__init__)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:12(HessianUpdateStrategy)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:240(BFGS)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:275(__init__)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:378(SR1)
        1    0.000    0.000    0.000    0.000 _hungarian.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _hungarian.py:121(_Hungary)
        1    0.000    0.000    0.000    0.000 _hypotests.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _index.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _index.py:30(IndexMixin)
       90    0.000    0.000    0.000    0.000 _inspect.py:133(strseq)
       40    0.000    0.000    0.000    0.000 _inspect.py:142(formatargspec)
       15    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       16    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
       59    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
      618    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
      618    0.000    0.000    0.000    0.000 _inspect.py:28(isfunction)
      614    0.000    0.000    0.000    0.000 _inspect.py:43(iscode)
      614    0.001    0.000    0.001    0.000 _inspect.py:67(getargs)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
      618    0.000    0.000    0.002    0.000 _inspect.py:98(getargspec)
        1    0.000    0.000    0.000    0.000 _internal.py:206(dummy_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:218(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:241(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:245(c_void_p)
        1    0.000    0.000    0.000    0.000 _internal.py:250(_unsafe_first_element_pointer)
        1    0.000    0.000    0.000    0.000 _internal.py:290(_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:561(_Stream)
        1    0.000    0.000    0.007    0.007 _internal.py:6(<module>)
       53    0.000    0.000    0.000    0.000 _internal.py:819(_ufunc_doc_signature_formatter)
       93    0.000    0.000    0.000    0.000 _internal.py:830(<genexpr>)
        9    0.000    0.000    0.000    0.000 _internal.py:840(<genexpr>)
       22    0.000    0.000    0.000    0.000 _internal.py:865(npy_ctypes_check)
        1    0.000    0.000    0.000    0.000 _internal.py:883(recursive)
        1    0.000    0.000    0.000    0.000 _iotools.py:176(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:276(NameValidator)
        1    0.000    0.000    0.000    0.000 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:470(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:478(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:486(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:499(StringConverter)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:16(<module>)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:46(LayoutBox)
        1    0.000    0.000    0.002    0.002 _linprog.py:16(<module>)
        1    0.000    0.000    0.001    0.001 _linprog_ip.py:18(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_rs.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_simplex.py:29(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_util.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _logsumexp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:22(SqrtmError)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1751(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _methods.py:134(_mean)
       40    0.000    0.000    0.001    0.000 _methods.py:228(_ptp)
      252    0.000    0.000    0.001    0.000 _methods.py:28(_amax)
      146    0.000    0.000    0.005    0.000 _methods.py:32(_amin)
     6818    0.003    0.000    0.037    0.000 _methods.py:36(_sum)
       91    0.000    0.000    0.000    0.000 _methods.py:44(_any)
      460    0.000    0.000    0.001    0.000 _methods.py:47(_all)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        2    0.000    0.000    0.000    0.000 _methods.py:50(_count_reduce_items)
       80    0.001    0.000    0.001    0.000 _methods.py:63(_clip_dep_is_scalar_nan)
       80    0.000    0.000    0.000    0.000 _methods.py:73(_clip_dep_is_byte_swapped)
       40    0.000    0.000    0.000    0.000 _methods.py:78(_clip_dep_invoke_with_casting)
       40    0.000    0.000    0.002    0.000 _methods.py:97(_clip)
        1    0.000    0.000    0.018    0.018 _minimize.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:111(_PSD)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1148(matrix_normal_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1302(dirichlet_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1407(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1567(dirichlet_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:1629(wishart_gen)
        2    0.000    0.000    0.000    0.000 _multivariate.py:1728(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:182(multi_rv_generic)
       10    0.000    0.000    0.000    0.000 _multivariate.py:188(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:216(multi_rv_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2231(wishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2360(invwishart_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2460(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:265(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2779(invwishart_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2889(multinomial_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2991(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3226(multinomial_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3283(special_ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3337(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3407(special_ortho_group_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3437(ortho_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3486(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:350(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3544(random_correlation_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3596(__init__)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3736(unitary_group_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3778(__init__)
        1    0.000    0.000    0.002    0.002 _multivariate.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:689(multivariate_normal_frozen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:827(matrix_normal_gen)
        1    0.000    0.000    0.000    0.000 _multivariate.py:927(__init__)
        1    0.000    0.000    0.000    0.000 _norm.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _numdiff.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _numpy_compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _numpy_fft.py:54(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:102(ode)
        1    0.000    0.000    0.000    0.000 _ode.py:1035(zvode)
        1    0.000    0.000    0.000    0.000 _ode.py:1107(dopri5)
        1    0.000    0.000    0.000    0.000 _ode.py:1194(dop853)
        1    0.000    0.000    0.000    0.000 _ode.py:1237(lsoda)
        1    0.000    0.000    0.001    0.001 _ode.py:39(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:590(complex_ode)
        1    0.000    0.000    0.000    0.000 _ode.py:757(IntegratorConcurrencyError)
        1    0.000    0.000    0.000    0.000 _ode.py:772(IntegratorBase)
        1    0.000    0.000    0.000    0.000 _ode.py:834(vode)
        2    0.000    0.000    0.000    0.000 _onenormest.py:122(_blocked_elementwise)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _pade.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:1361(_tzparser)
        1    0.000    0.000    0.000    0.000 _parser.py:1363(_result)
        1    0.000    0.000    0.000    0.000 _parser.py:1368(_attr)
        1    0.000    0.000    0.000    0.000 _parser.py:1578(UnknownTimezoneWarning)
        1    0.000    0.000    0.000    0.000 _parser.py:225(_resultbase)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        1    0.000    0.000    0.002    0.002 _parser.py:30(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        1    0.000    0.000    0.000    0.000 _parser.py:400(_ymd)
        1    0.000    0.000    0.000    0.000 _parser.py:574(parser)
        1    0.000    0.000    0.000    0.000 _parser.py:575(__init__)
        1    0.000    0.000    0.000    0.000 _parser.py:58(_timelex)
        1    0.000    0.000    0.000    0.000 _parser.py:664(_result)
        1    0.000    0.000    0.007    0.007 _pickle.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _plotutils.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:271(Compat32)
        1    0.000    0.000    0.006    0.006 _policybase.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 _polybase.py:19(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
